1	10	10
81	81	8	8
 3.1250e+00	 3.7500e+01	-nan	-nan	-nan
 3.1250e+00	 3.8125e+01	-nan	-nan	-nan
 3.1250e+00	 3.8750e+01	-nan	-nan	-nan
 3.1250e+00	 3.9375e+01	-nan	-nan	-nan
 3.1250e+00	 4.0000e+01	-nan	-nan	-nan
 3.1250e+00	 4.0625e+01	-nan	-nan	-nan
 3.1250e+00	 4.1250e+01	-nan	-nan	-nan
 3.1250e+00	 4.1875e+01	-nan	-nan	-nan
 3.1250e+00	 4.2500e+01	-nan	-nan	-nan
 3.1250e+00	 4.3125e+01	-nan	-nan	-nan
 3.1250e+00	 4.3750e+01	-nan	-nan	-nan
 3.1250e+00	 4.4375e+01	-nan	-nan	-nan
 3.1250e+00	 4.5000e+01	-nan	-nan	-nan
 3.1250e+00	 4.5625e+01	-nan	-nan	-nan
 3.1250e+00	 4.6250e+01	-nan	-nan	-nan
 3.1250e+00	 4.6875e+01	-nan	-nan	-nan
 3.1250e+00	 4.7500e+01	-nan	-nan	-nan
 3.1250e+00	 4.8125e+01	-nan	-nan	-nan
 3.1250e+00	 4.8750e+01	-nan	-nan	-nan
 3.1250e+00	 4.9375e+01	-nan	-nan	-nan
 3.1250e+00	 5.0000e+01	-nan	-nan	-nan
 3.7500e+00	 0.0000e+00	-nan	-nan	-nan
 3.7500e+00	 6.2500e-01	-nan	-nan	-nan
 3.7500e+00	 1.2500e+00	-nan	-nan	-nan
 3.7500e+00	 1.8750e+00	-nan	-nan	-nan
 3.7500e+00	 2.5000e+00	-nan	-nan	-nan
 3.7500e+00	 3.1250e+00	-nan	-nan	-nan
 3.7500e+00	 3.7500e+00	-nan	-nan	-nan
 3.7500e+00	 4.3750e+00	-nan	-nan	-nan
 3.7500e+00	 5.0000e+00	-nan	-nan	-nan
 3.7500e+00	 5.6250e+00	-nan	-nan	-nan
 3.7500e+00	 6.2500e+00	-nan	-nan	-nan
 3.7500e+00	 6.8750e+00	-nan	-nan	-nan
 3.7500e+00	 7.5000e+00	-nan	-nan	-nan
 3.7500e+00	 8.1250e+00	-nan	-nan	-nan
 3.7500e+00	 8.7500e+00	-nan	-nan	-nan
 3.7500e+00	 9.3750e+00	-nan	-nan	-nan
 3.7500e+00	 1.0000e+01	-nan	-nan	-nan
 3.7500e+00	 1.0625e+01	-nan	-nan	-nan
 3.7500e+00	 1.1250e+01	-nan	-nan	-nan
 3.7500e+00	 1.1875e+01	-nan	-nan	-nan
 3.7500e+00	 1.2500e+01	-nan	-nan	-nan
 3.7500e+00	 1.3125e+01	-nan	-nan	-nan
 3.7500e+00	 1.3750e+01	-nan	-nan	-nan
 3.7500e+00	 1.4375e+01	-nan	-nan	-nan
 3.7500e+00	 1.5000e+01	-nan	-nan	-nan
 3.7500e+00	 1.5625e+01	-nan	-nan	-nan
 3.7500e+00	 1.6250e+01	-nan	-nan	-nan
 3.7500e+00	 1.6875e+01	-nan	-nan	-nan
 3.7500e+00	 1.7500e+01	-nan	-nan	-nan
 3.7500e+00	 1.8125e+01	-nan	-nan	-nan
 3.7500e+00	 1.8750e+01	-nan	-nan	-nan
 3.7500e+00	 1.9375e+01	-nan	-nan	-nan
 3.7500e+00	 2.0000e+01	-nan	-nan	-nan
 3.7500e+00	 2.0625e+01	-nan	-nan	-nan
 3.7500e+00	 2.1250e+01	-nan	-nan	-nan
 3.7500e+00	 2.1875e+01	-nan	-nan	-nan
 3.7500e+00	 2.2500e+01	-nan	-nan	-nan
 3.7500e+00	 2.3125e+01	-nan	-nan	-nan
 3.7500e+00	 2.3750e+01	-nan	-nan	-nan
 3.7500e+00	 2.4375e+01	-nan	-nan	-nan
 3.7500e+00	 2.5000e+01	-nan	-nan	-nan
 3.7500e+00	 2.5625e+01	-nan	-nan	-nan
 3.7500e+00	 2.6250e+01	-nan	-nan	-nan
 3.7500e+00	 2.6875e+01	-nan	-nan	-nan
 3.7500e+00	 2.7500e+01	-nan	-nan	-nan
 3.7500e+00	 2.8125e+01	-nan	-nan	-nan
 3.7500e+00	 2.8750e+01	-nan	-nan	-nan
 3.7500e+00	 2.9375e+01	-nan	-nan	-nan
 3.7500e+00	 3.0000e+01	-nan	-nan	-nan
 3.7500e+00	 3.0625e+01	-nan	-nan	-nan
 3.7500e+00	 3.1250e+01	-nan	-nan	-nan
 3.7500e+00	 3.1875e+01	-nan	-nan	-nan
 3.7500e+00	 3.2500e+01	-nan	-nan	-nan
 3.7500e+00	 3.3125e+01	-nan	-nan	-nan
 3.7500e+00	 3.3750e+01	-nan	-nan	-nan
 3.7500e+00	 3.4375e+01	-nan	-nan	-nan
 3.7500e+00	 3.5000e+01	-nan	-nan	-nan
 3.7500e+00	 3.5625e+01	-nan	-nan	-nan
 3.7500e+00	 3.6250e+01	-nan	-nan	-nan
 3.7500e+00	 3.6875e+01	-nan	-nan	-nan
 3.7500e+00	 3.7500e+01	-nan	-nan	-nan
 3.7500e+00	 3.8125e+01	-nan	-nan	-nan
 3.7500e+00	 3.8750e+01	-nan	-nan	-nan
 3.7500e+00	 3.9375e+01	-nan	-nan	-nan
 3.7500e+00	 4.0000e+01	-nan	-nan	-nan
 3.7500e+00	 4.0625e+01	-nan	-nan	-nan
 3.7500e+00	 4.1250e+01	-nan	-nan	-nan
 3.7500e+00	 4.1875e+01	-nan	-nan	-nan
 3.7500e+00	 4.2500e+01	-nan	-nan	-nan
 3.7500e+00	 4.3125e+01	-nan	-nan	-nan
 3.7500e+00	 4.3750e+01	-nan	-nan	-nan
 3.7500e+00	 4.4375e+01	-nan	-nan	-nan
 3.7500e+00	 4.5000e+01	-nan	-nan	-nan
 3.7500e+00	 4.5625e+01	-nan	-nan	-nan
 3.7500e+00	 4.6250e+01	-nan	-nan	-nan
 3.7500e+00	 4.6875e+01	-nan	-nan	-nan
 3.7500e+00	 4.7500e+01	-nan	-nan	-nan
 3.7500e+00	 4.8125e+01	-nan	-nan	-nan
 3.7500e+00	 4.8750e+01	-nan	-nan	-nan
 3.7500e+00	 4.9375e+01	-nan	-nan	-nan
 3.7500e+00	 5.0000e+01	-nan	-nan	-nan
 4.3750e+00	 0.0000e+00	-nan	-nan	-nan
 4.3750e+00	 6.2500e-01	-nan	-nan	-nan
 4.3750e+00	 1.2500e+00	-nan	-nan	-nan
 4.3750e+00	 1.8750e+00	-nan	-nan	-nan
 4.3750e+00	 2.5000e+00	-nan	-nan	-nan
 4.3750e+00	 3.1250e+00	-nan	-nan	-nan
 4.3750e+00	 3.7500e+00	-nan	-nan	-nan
 4.3750e+00	 4.3750e+00	-nan	-nan	-nan
 4.3750e+00	 5.0000e+00	-nan	-nan	-nan
 4.3750e+00	 5.6250e+00	-nan	-nan	-nan
 4.3750e+00	 6.2500e+00	-nan	-nan	-nan
 4.3750e+00	 6.8750e+00	-nan	-nan	-nan
 4.3750e+00	 7.5000e+00	-nan	-nan	-nan
 4.3750e+00	 8.1250e+00	-nan	-nan	-nan
 4.3750e+00	 8.7500e+00	-nan	-nan	-nan
 4.3750e+00	 9.3750e+00	-nan	-nan	-nan
 4.3750e+00	 1.0000e+01	-nan	-nan	-nan
 4.3750e+00	 1.0625e+01	-nan	-nan	-nan
 4.3750e+00	 1.1250e+01	-nan	-nan	-nan
 4.3750e+00	 1.1875e+01	-nan	-nan	-nan
 4.3750e+00	 1.2500e+01	-nan	-nan	-nan
 4.3750e+00	 1.3125e+01	-nan	-nan	-nan
 4.3750e+00	 1.3750e+01	-nan	-nan	-nan
 4.3750e+00	 1.4375e+01	-nan	-nan	-nan
 4.3750e+00	 1.5000e+01	-nan	-nan	-nan
 4.3750e+00	 1.5625e+01	-nan	-nan	-nan
 4.3750e+00	 1.6250e+01	-nan	-nan	-nan
 4.3750e+00	 1.6875e+01	-nan	-nan	-nan
 4.3750e+00	 1.7500e+01	-nan	-nan	-nan
 4.3750e+00	 1.8125e+01	-nan	-nan	-nan
 4.3750e+00	 1.8750e+01	-nan	-nan	-nan
 4.3750e+00	 1.9375e+01	-nan	-nan	-nan
 4.3750e+00	 2.0000e+01	-nan	-nan	-nan
 4.3750e+00	 2.0625e+01	-nan	-nan	-nan
 4.3750e+00	 2.1250e+01	-nan	-nan	-nan
 4.3750e+00	 2.1875e+01	-nan	-nan	-nan
 4.3750e+00	 2.2500e+01	-nan	-nan	-nan
 4.3750e+00	 2.3125e+01	-nan	-nan	-nan
 4.3750e+00	 2.3750e+01	-nan	-nan	-nan
 4.3750e+00	 2.4375e+01	-nan	-nan	-nan
 4.3750e+00	 2.5000e+01	-nan	-nan	-nan
 4.3750e+00	 2.5625e+01	-nan	-nan	-nan
 4.3750e+00	 2.6250e+01	-nan	-nan	-nan
 4.3750e+00	 2.6875e+01	-nan	-nan	-nan
 4.3750e+00	 2.7500e+01	-nan	-nan	-nan
 4.3750e+00	 2.8125e+01	-nan	-nan	-nan
 4.3750e+00	 2.8750e+01	-nan	-nan	-nan
 4.3750e+00	 2.9375e+01	-nan	-nan	-nan
 4.3750e+00	 3.0000e+01	-nan	-nan	-nan
 4.3750e+00	 3.0625e+01	-nan	-nan	-nan
 4.3750e+00	 3.1250e+01	-nan	-nan	-nan
 4.3750e+00	 3.1875e+01	-nan	-nan	-nan
 4.3750e+00	 3.2500e+01	-nan	-nan	-nan
 4.3750e+00	 3.3125e+01	-nan	-nan	-nan
 4.3750e+00	 3.3750e+01	-nan	-nan	-nan
 4.3750e+00	 3.4375e+01	-nan	-nan	-nan
 4.3750e+00	 3.5000e+01	-nan	-nan	-nan
 4.3750e+00	 3.5625e+01	-nan	-nan	-nan
 4.3750e+00	 3.6250e+01	-nan	-nan	-nan
 4.3750e+00	 3.6875e+01	-nan	-nan	-nan
 4.3750e+00	 3.7500e+01	-nan	-nan	-nan
 4.3750e+00	 3.8125e+01	-nan	-nan	-nan
 4.3750e+00	 3.8750e+01	-nan	-nan	-nan
 4.3750e+00	 3.9375e+01	-nan	-nan	-nan
 4.3750e+00	 4.0000e+01	-nan	-nan	-nan
 4.3750e+00	 4.0625e+01	-nan	-nan	-nan
 4.3750e+00	 4.1250e+01	-nan	-nan	-nan
 4.3750e+00	 4.1875e+01	-nan	-nan	-nan
 4.3750e+00	 4.2500e+01	-nan	-nan	-nan
 4.3750e+00	 4.3125e+01	-nan	-nan	-nan
 4.3750e+00	 4.3750e+01	-nan	-nan	-nan
 4.3750e+00	 4.4375e+01	-nan	-nan	-nan
 4.3750e+00	 4.5000e+01	-nan	-nan	-nan
 4.3750e+00	 4.5625e+01	-nan	-nan	-nan
 4.3750e+00	 4.6250e+01	-nan	-nan	-nan
 4.3750e+00	 4.6875e+01	-nan	-nan	-nan
 4.3750e+00	 4.7500e+01	-nan	-nan	-nan
 4.3750e+00	 4.8125e+01	-nan	-nan	-nan
 4.3750e+00	 4.8750e+01	-nan	-nan	-nan
 4.3750e+00	 4.9375e+01	-nan	-nan	-nan
 4.3750e+00	 5.0000e+01	-nan	-nan	-nan
 5.0000e+00	 0.0000e+00	-nan	-nan	-nan
 5.0000e+00	 6.2500e-01	-nan	-nan	-nan
 5.0000e+00	 1.2500e+00	-nan	-nan	-nan
 5.0000e+00	 1.8750e+00	-nan	-nan	-nan
 5.0000e+00	 2.5000e+00	-nan	-nan	-nan
 5.0000e+00	 3.1250e+00	-nan	-nan	-nan
 5.0000e+00	 3.7500e+00	-nan	-nan	-nan
 5.0000e+00	 4.3750e+00	-nan	-nan	-nan
 5.0000e+00	 5.0000e+00	-nan	-nan	-nan
 5.0000e+00	 5.6250e+00	-nan	-nan	-nan
 5.0000e+00	 6.2500e+00	-nan	-nan	-nan
 5.0000e+00	 6.8750e+00	-nan	-nan	-nan
 5.0000e+00	 7.5000e+00	-nan	-nan	-nan
 5.0000e+00	 8.1250e+00	-nan	-nan	-nan
 5.0000e+00	 8.7500e+00	-nan	-nan	-nan
 5.0000e+00	 9.3750e+00	-nan	-nan	-nan
 5.0000e+00	 1.0000e+01	-nan	-nan	-nan
 5.0000e+00	 1.0625e+01	-nan	-nan	-nan
 5.0000e+00	 1.1250e+01	-nan	-nan	-nan
 5.0000e+00	 1.1875e+01	-nan	-nan	-nan
 5.0000e+00	 1.2500e+01	-nan	-nan	-nan
 5.0000e+00	 1.3125e+01	-nan	-nan	-nan
 5.0000e+00	 1.3750e+01	-nan	-nan	-nan
 5.0000e+00	 1.4375e+01	-nan	-nan	-nan
 5.0000e+00	 1.5000e+01	-nan	-nan	-nan
 5.0000e+00	 1.5625e+01	-nan	-nan	-nan
 5.0000e+00	 1.6250e+01	-nan	-nan	-nan
 5.0000e+00	 1.6875e+01	-nan	-nan	-nan
 5.0000e+00	 1.7500e+01	-nan	-nan	-nan
 5.0000e+00	 1.8125e+01	-nan	-nan	-nan
 5.0000e+00	 1.8750e+01	-nan	-nan	-nan
 5.0000e+00	 1.9375e+01	-nan	-nan	-nan
 5.0000e+00	 2.0000e+01	-nan	-nan	-nan
 5.0000e+00	 2.0625e+01	-nan	-nan	-nan
 5.0000e+00	 2.1250e+01	-nan	-nan	-nan
 5.0000e+00	 2.1875e+01	-nan	-nan	-nan
 5.0000e+00	 2.2500e+01	-nan	-nan	-nan
 5.0000e+00	 2.3125e+01	-nan	-nan	-nan
 5.0000e+00	 2.3750e+01	-nan	-nan	-nan
 5.0000e+00	 2.4375e+01	-nan	-nan	-nan
 5.0000e+00	 2.5000e+01	-nan	-nan	-nan
 5.0000e+00	 2.5625e+01	-nan	-nan	-nan
 5.0000e+00	 2.6250e+01	-nan	-nan	-nan
 5.0000e+00	 2.6875e+01	-nan	-nan	-nan
 5.0000e+00	 2.7500e+01	-nan	-nan	-nan
 5.0000e+00	 2.8125e+01	-nan	-nan	-nan
 5.0000e+00	 2.8750e+01	-nan	-nan	-nan
 5.0000e+00	 2.9375e+01	-nan	-nan	-nan
 5.0000e+00	 3.0000e+01	-nan	-nan	-nan
 5.0000e+00	 3.0625e+01	-nan	-nan	-nan
 5.0000e+00	 3.1250e+01	-nan	-nan	-nan
 5.0000e+00	 3.1875e+01	-nan	-nan	-nan
 5.0000e+00	 3.2500e+01	-nan	-nan	-nan
 5.0000e+00	 3.3125e+01	-nan	-nan	-nan
 5.0000e+00	 3.3750e+01	-nan	-nan	-nan
 5.0000e+00	 3.4375e+01	-nan	-nan	-nan
 5.0000e+00	 3.5000e+01	-nan	-nan	-nan
 5.0000e+00	 3.5625e+01	-nan	-nan	-nan
 5.0000e+00	 3.6250e+01	-nan	-nan	-nan
 5.0000e+00	 3.6875e+01	-nan	-nan	-nan
 5.0000e+00	 3.7500e+01	-nan	-nan	-nan
 5.0000e+00	 3.8125e+01	-nan	-nan	-nan
 5.0000e+00	 3.8750e+01	-nan	-nan	-nan
 5.0000e+00	 3.9375e+01	-nan	-nan	-nan
 5.0000e+00	 4.0000e+01	-nan	-nan	-nan
 5.0000e+00	 4.0625e+01	-nan	-nan	-nan
 5.0000e+00	 4.1250e+01	-nan	-nan	-nan
 5.0000e+00	 4.1875e+01	-nan	-nan	-nan
 5.0000e+00	 4.2500e+01	-nan	-nan	-nan
 5.0000e+00	 4.3125e+01	-nan	-nan	-nan
 5.0000e+00	 4.3750e+01	-nan	-nan	-nan
 5.0000e+00	 4.4375e+01	-nan	-nan	-nan
 5.0000e+00	 4.5000e+01	-nan	-nan	-nan
 5.0000e+00	 4.5625e+01	-nan	-nan	-nan
 5.0000e+00	 4.6250e+01	-nan	-nan	-nan
 5.0000e+00	 4.6875e+01	-nan	-nan	-nan
 5.0000e+00	 4.7500e+01	-nan	-nan	-nan
 5.0000e+00	 4.8125e+01	-nan	-nan	-nan
 5.0000e+00	 4.8750e+01	-nan	-nan	-nan
 5.0000e+00	 4.9375e+01	-nan	-nan	-nan
 5.0000e+00	 5.0000e+01	-nan	-nan	-nan
 5.6250e+00	 0.0000e+00	-nan	-nan	-nan
 5.6250e+00	 6.2500e-01	-nan	-nan	-nan
 5.6250e+00	 1.2500e+00	-nan	-nan	-nan
 5.6250e+00	 1.8750e+00	-nan	-nan	-nan
 5.6250e+00	 2.5000e+00	-nan	-nan	-nan
 5.6250e+00	 3.1250e+00	-nan	-nan	-nan
 5.6250e+00	 3.7500e+00	-nan	-nan	-nan
 5.6250e+00	 4.3750e+00	-nan	-nan	-nan
 5.6250e+00	 5.0000e+00	-nan	-nan	-nan
 5.6250e+00	 5.6250e+00	-nan	-nan	-nan
 5.6250e+00	 6.2500e+00	-nan	-nan	-nan
 5.6250e+00	 6.8750e+00	-nan	-nan	-nan
 5.6250e+00	 7.5000e+00	-nan	-nan	-nan
 5.6250e+00	 8.1250e+00	-nan	-nan	-nan
 5.6250e+00	 8.7500e+00	-nan	-nan	-nan
 5.6250e+00	 9.3750e+00	-nan	-nan	-nan
 5.6250e+00	 1.0000e+01	-nan	-nan	-nan
 5.6250e+00	 1.0625e+01	-nan	-nan	-nan
 5.6250e+00	 1.1250e+01	-nan	-nan	-nan
 5.6250e+00	 1.1875e+01	-nan	-nan	-nan
 5.6250e+00	 1.2500e+01	-nan	-nan	-nan
 5.6250e+00	 1.3125e+01	-nan	-nan	-nan
 5.6250e+00	 1.3750e+01	-nan	-nan	-nan
 5.6250e+00	 1.4375e+01	-nan	-nan	-nan
 5.6250e+00	 1.5000e+01	-nan	-nan	-nan
 5.6250e+00	 1.5625e+01	-nan	-nan	-nan
 5.6250e+00	 1.6250e+01	-nan	-nan	-nan
 5.6250e+00	 1.6875e+01	-nan	-nan	-nan
 5.6250e+00	 1.7500e+01	-nan	-nan	-nan
 5.6250e+00	 1.8125e+01	-nan	-nan	-nan
 5.6250e+00	 1.8750e+01	-nan	-nan	-nan
 5.6250e+00	 1.9375e+01	-nan	-nan	-nan
 5.6250e+00	 2.0000e+01	-nan	-nan	-nan
 5.6250e+00	 2.0625e+01	-nan	-nan	-nan
 5.6250e+00	 2.1250e+01	-nan	-nan	-nan
 5.6250e+00	 2.1875e+01	-nan	-nan	-nan
 5.6250e+00	 2.2500e+01	-nan	-nan	-nan
 5.6250e+00	 2.3125e+01	-nan	-nan	-nan
 5.6250e+00	 2.3750e+01	-nan	-nan	-nan
 5.6250e+00	 2.4375e+01	-nan	-nan	-nan
 5.6250e+00	 2.5000e+01	-nan	-nan	-nan
 5.6250e+00	 2.5625e+01	-nan	-nan	-nan
 5.6250e+00	 2.6250e+01	-nan	-nan	-nan
 5.6250e+00	 2.6875e+01	-nan	-nan	-nan
 5.6250e+00	 2.7500e+01	-nan	-nan	-nan
 5.6250e+00	 2.8125e+01	-nan	-nan	-nan
 5.6250e+00	 2.8750e+01	-nan	-nan	-nan
 5.6250e+00	 2.9375e+01	-nan	-nan	-nan
 5.6250e+00	 3.0000e+01	-nan	-nan	-nan
 5.6250e+00	 3.0625e+01	-nan	-nan	-nan
 5.6250e+00	 3.1250e+01	-nan	-nan	-nan
 5.6250e+00	 3.1875e+01	-nan	-nan	-nan
 5.6250e+00	 3.2500e+01	-nan	-nan	-nan
 5.6250e+00	 3.3125e+01	-nan	-nan	-nan
 5.6250e+00	 3.3750e+01	-nan	-nan	-nan
 5.6250e+00	 3.4375e+01	-nan	-nan	-nan
 5.6250e+00	 3.5000e+01	-nan	-nan	-nan
 5.6250e+00	 3.5625e+01	-nan	-nan	-nan
 5.6250e+00	 3.6250e+01	-nan	-nan	-nan
 5.6250e+00	 3.6875e+01	-nan	-nan	-nan
 5.6250e+00	 3.7500e+01	-nan	-nan	-nan
 5.6250e+00	 3.8125e+01	-nan	-nan	-nan
 5.6250e+00	 3.8750e+01	-nan	-nan	-nan
 5.6250e+00	 3.9375e+01	-nan	-nan	-nan
 5.6250e+00	 4.0000e+01	-nan	-nan	-nan
 5.6250e+00	 4.0625e+01	-nan	-nan	-nan
 5.6250e+00	 4.1250e+01	-nan	-nan	-nan
 5.6250e+00	 4.1875e+01	-nan	-nan	-nan
 5.6250e+00	 4.2500e+01	-nan	-nan	-nan
 5.6250e+00	 4.3125e+01	-nan	-nan	-nan
 5.6250e+00	 4.3750e+01	-nan	-nan	-nan
 5.6250e+00	 4.4375e+01	-nan	-nan	-nan
 5.6250e+00	 4.5000e+01	-nan	-nan	-nan
 5.6250e+00	 4.5625e+01	-nan	-nan	-nan
 5.6250e+00	 4.6250e+01	-nan	-nan	-nan
 5.6250e+00	 4.6875e+01	-nan	-nan	-nan
 5.6250e+00	 4.7500e+01	-nan	-nan	-nan
 5.6250e+00	 4.8125e+01	-nan	-nan	-nan
 5.6250e+00	 4.8750e+01	-nan	-nan	-nan
 5.6250e+00	 4.9375e+01	-nan	-nan	-nan
 5.6250e+00	 5.0000e+01	-nan	-nan	-nan
 6.2500e+00	 0.0000e+00	-nan	-nan	-nan
 6.2500e+00	 6.2500e-01	-nan	-nan	-nan
 6.2500e+00	 1.2500e+00	-nan	-nan	-nan
 6.2500e+00	 1.8750e+00	-nan	-nan	-nan
 6.2500e+00	 2.5000e+00	-nan	-nan	-nan
 6.2500e+00	 3.1250e+00	-nan	-nan	-nan
 6.2500e+00	 3.7500e+00	-nan	-nan	-nan
 6.2500e+00	 4.3750e+00	-nan	-nan	-nan
 6.2500e+00	 5.0000e+00	-nan	-nan	-nan
 6.2500e+00	 5.6250e+00	-nan	-nan	-nan
 6.2500e+00	 6.2500e+00	-nan	-nan	-nan
 6.2500e+00	 6.8750e+00	-nan	-nan	-nan
 6.2500e+00	 7.5000e+00	-nan	-nan	-nan
 6.2500e+00	 8.1250e+00	-nan	-nan	-nan
 6.2500e+00	 8.7500e+00	-nan	-nan	-nan
 6.2500e+00	 9.3750e+00	-nan	-nan	-nan
 6.2500e+00	 1.0000e+01	-nan	-nan	-nan
 6.2500e+00	 1.0625e+01	-nan	-nan	-nan
 6.2500e+00	 1.1250e+01	-nan	-nan	-nan
 6.2500e+00	 1.1875e+01	-nan	-nan	-nan
 6.2500e+00	 1.2500e+01	-nan	-nan	-nan
 6.2500e+00	 1.3125e+01	-nan	-nan	-nan
 6.2500e+00	 1.3750e+01	-nan	-nan	-nan
 6.2500e+00	 1.4375e+01	-nan	-nan	-nan
 6.2500e+00	 1.5000e+01	-nan	-nan	-nan
 6.2500e+00	 1.5625e+01	-nan	-nan	-nan
 6.2500e+00	 1.6250e+01	-nan	-nan	-nan
 6.2500e+00	 1.6875e+01	-nan	-nan	-nan
 6.2500e+00	 1.7500e+01	-nan	-nan	-nan
 6.2500e+00	 1.8125e+01	-nan	-nan	-nan
 6.2500e+00	 1.8750e+01	-nan	-nan	-nan
 6.2500e+00	 1.9375e+01	-nan	-nan	-nan
 6.2500e+00	 2.0000e+01	-nan	-nan	-nan
 6.2500e+00	 2.0625e+01	-nan	-nan	-nan
 6.2500e+00	 2.1250e+01	-nan	-nan	-nan
 6.2500e+00	 2.1875e+01	-nan	-nan	-nan
 6.2500e+00	 2.2500e+01	-nan	-nan	-nan
 6.2500e+00	 2.3125e+01	-nan	-nan	-nan
 6.2500e+00	 2.3750e+01	-nan	-nan	-nan
 6.2500e+00	 2.4375e+01	-nan	-nan	-nan
 6.2500e+00	 2.5000e+01	-nan	-nan	-nan
 6.2500e+00	 2.5625e+01	-nan	-nan	-nan
 6.2500e+00	 2.6250e+01	-nan	-nan	-nan
 6.2500e+00	 2.6875e+01	-nan	-nan	-nan
 6.2500e+00	 2.7500e+01	-nan	-nan	-nan
 6.2500e+00	 2.8125e+01	-nan	-nan	-nan
 6.2500e+00	 2.8750e+01	-nan	-nan	-nan
 6.2500e+00	 2.9375e+01	-nan	-nan	-nan
 6.2500e+00	 3.0000e+01	-nan	-nan	-nan
 6.2500e+00	 3.0625e+01	-nan	-nan	-nan
 6.2500e+00	 3.1250e+01	-nan	-nan	-nan
 6.2500e+00	 3.1875e+01	-nan	-nan	-nan
 6.2500e+00	 3.2500e+01	-nan	-nan	-nan
 6.2500e+00	 3.3125e+01	-nan	-nan	-nan
 6.2500e+00	 3.3750e+01	-nan	-nan	-nan
 6.2500e+00	 3.4375e+01	-nan	-nan	-nan
 6.2500e+00	 3.5000e+01	-nan	-nan	-nan
 6.2500e+00	 3.5625e+01	-nan	-nan	-nan
 6.2500e+00	 3.6250e+01	-nan	-nan	-nan
 6.2500e+00	 3.6875e+01	-nan	-nan	-nan
 6.2500e+00	 3.7500e+01	-nan	-nan	-nan
 6.2500e+00	 3.8125e+01	-nan	-nan	-nan
 6.2500e+00	 3.8750e+01	-nan	-nan	-nan
 6.2500e+00	 3.9375e+01	-nan	-nan	-nan
 6.2500e+00	 4.0000e+01	-nan	-nan	-nan
 6.2500e+00	 4.0625e+01	-nan	-nan	-nan
 6.2500e+00	 4.1250e+01	-nan	-nan	-nan
 6.2500e+00	 4.1875e+01	-nan	-nan	-nan
 6.2500e+00	 4.2500e+01	-nan	-nan	-nan
 6.2500e+00	 4.3125e+01	-nan	-nan	-nan
 6.2500e+00	 4.3750e+01	-nan	-nan	-nan
 6.2500e+00	 4.4375e+01	-nan	-nan	-nan
 6.2500e+00	 4.5000e+01	-nan	-nan	-nan
 6.2500e+00	 4.5625e+01	-nan	-nan	-nan
 6.2500e+00	 4.6250e+01	-nan	-nan	-nan
 6.2500e+00	 4.6875e+01	-nan	-nan	-nan
 6.2500e+00	 4.7500e+01	-nan	-nan	-nan
 6.2500e+00	 4.8125e+01	-nan	-nan	-nan
 6.2500e+00	 4.8750e+01	-nan	-nan	-nan
 6.2500e+00	 4.9375e+01	-nan	-nan	-nan
 6.2500e+00	 5.0000e+01	-nan	-nan	-nan
 6.8750e+00	 0.0000e+00	-nan	-nan	-nan
 6.8750e+00	 6.2500e-01	-nan	-nan	-nan
 6.8750e+00	 1.2500e+00	-nan	-nan	-nan
 6.8750e+00	 1.8750e+00	-nan	-nan	-nan
 6.8750e+00	 2.5000e+00	-nan	-nan	-nan
 6.8750e+00	 3.1250e+00	-nan	-nan	-nan
 6.8750e+00	 3.7500e+00	-nan	-nan	-nan
 6.8750e+00	 4.3750e+00	-nan	-nan	-nan
 6.8750e+00	 5.0000e+00	-nan	-nan	-nan
 6.8750e+00	 5.6250e+00	-nan	-nan	-nan
 6.8750e+00	 6.2500e+00	-nan	-nan	-nan
 6.8750e+00	 6.8750e+00	-nan	-nan	-nan
 6.8750e+00	 7.5000e+00	-nan	-nan	-nan
 6.8750e+00	 8.1250e+00	-nan	-nan	-nan
 6.8750e+00	 8.7500e+00	-nan	-nan	-nan
 6.8750e+00	 9.3750e+00	-nan	-nan	-nan
 6.8750e+00	 1.0000e+01	-nan	-nan	-nan
 6.8750e+00	 1.0625e+01	-nan	-nan	-nan
 6.8750e+00	 1.1250e+01	-nan	-nan	-nan
 6.8750e+00	 1.1875e+01	-nan	-nan	-nan
 6.8750e+00	 1.2500e+01	-nan	-nan	-nan
 6.8750e+00	 1.3125e+01	-nan	-nan	-nan
 6.8750e+00	 1.3750e+01	-nan	-nan	-nan
 6.8750e+00	 1.4375e+01	-nan	-nan	-nan
 6.8750e+00	 1.5000e+01	-nan	-nan	-nan
 6.8750e+00	 1.5625e+01	-nan	-nan	-nan
 6.8750e+00	 1.6250e+01	-nan	-nan	-nan
 6.8750e+00	 1.6875e+01	-nan	-nan	-nan
 6.8750e+00	 1.7500e+01	-nan	-nan	-nan
 6.8750e+00	 1.8125e+01	-nan	-nan	-nan
 6.8750e+00	 1.8750e+01	-nan	-nan	-nan
 6.8750e+00	 1.9375e+01	-nan	-nan	-nan
 6.8750e+00	 2.0000e+01	-nan	-nan	-nan
 6.8750e+00	 2.0625e+01	-nan	-nan	-nan
 6.8750e+00	 2.1250e+01	-nan	-nan	-nan
 6.8750e+00	 2.1875e+01	-nan	-nan	-nan
 6.8750e+00	 2.2500e+01	-nan	-nan	-nan
 6.8750e+00	 2.3125e+01	-nan	-nan	-nan
 6.8750e+00	 2.3750e+01	-nan	-nan	-nan
 6.8750e+00	 2.4375e+01	-nan	-nan	-nan
